model,fraction,seed,epoch,train_loss,train_acc,val_loss,val_acc,test_acc
cnn,0.5,3,36,0.001538,1.0,1.101568,0.76,
cnn,0.5,3,37,0.001495,1.0,1.121711,0.7592,
cnn,0.5,3,38,0.00148,1.0,1.118409,0.761,
cnn,0.5,3,39,0.001344,1.0,1.123356,0.7606,
cnn,0.5,3,40,0.001232,1.0,1.13155,0.7592,
cnn,0.5,3,41,0.001265,1.0,1.131561,0.755,
cnn,0.5,3,42,0.001208,1.0,1.129507,0.7564,
cnn,0.5,3,43,0.001127,1.0,1.127634,0.7566,
cnn,0.5,3,44,0.001084,1.0,1.134424,0.7572,
cnn,0.5,3,45,0.001066,1.0,1.138532,0.7584,
cnn,0.5,3,46,0.001024,1.0,1.145545,0.7588,
cnn,0.5,3,47,0.001015,1.0,1.137251,0.7602,
cnn,0.5,3,48,0.00099,1.0,1.141158,0.7586,
cnn,0.5,3,49,0.001031,1.0,1.138377,0.7608,
cnn,0.5,3,50,0.000986,1.0,1.139315,0.7616,
cnn,0.5,3,FINAL,,,,0.7622,0.7564
cnn,1.0,1,1,1.385323,0.499311,1.261039,0.5474,
cnn,1.0,1,2,0.98129,0.651533,1.236228,0.55,
cnn,1.0,1,3,0.817835,0.710778,1.101837,0.6282,
cnn,1.0,1,4,0.70933,0.749333,0.981866,0.6532,
cnn,1.0,1,5,0.617848,0.784844,0.800462,0.7208,
cnn,1.0,1,6,0.546389,0.810333,0.703769,0.7518,
cnn,1.0,1,7,0.486453,0.831067,0.881639,0.7086,
cnn,1.0,1,8,0.427079,0.853022,0.714485,0.7582,
cnn,1.0,1,9,0.377877,0.870733,0.653013,0.7792,
cnn,1.0,1,10,0.331763,0.886289,0.748939,0.7562,
cnn,1.0,1,11,0.280761,0.903911,0.735548,0.758,
cnn,1.0,1,12,0.240903,0.916911,0.77838,0.7528,
cnn,1.0,1,13,0.208118,0.930156,0.796527,0.7606,
cnn,1.0,1,14,0.169743,0.9436,0.779593,0.773,
cnn,1.0,1,15,0.140749,0.955111,0.805638,0.7766,
cnn,1.0,1,16,0.111833,0.963844,0.825862,0.7792,
cnn,1.0,1,17,0.094039,0.971444,0.872993,0.7762,
cnn,1.0,1,18,0.075172,0.977756,0.89956,0.779,
cnn,1.0,1,19,0.0619,0.9824,0.919657,0.7824,
cnn,1.0,1,20,0.050679,0.986511,0.967385,0.773,
cnn,1.0,1,21,0.039642,0.990556,1.086265,0.7754,
cnn,1.0,1,22,0.040204,0.9892,1.013238,0.774,
cnn,1.0,1,23,0.027475,0.9936,1.002147,0.7904,
cnn,1.0,1,24,0.029079,0.9918,1.047595,0.779,
cnn,1.0,1,25,0.023187,0.995067,0.968081,0.799,
cnn,1.0,1,26,0.011026,0.998778,1.061572,0.7916,
cnn,1.0,1,27,0.007505,0.999422,0.997177,0.8008,
cnn,1.0,1,28,0.005219,0.999711,1.134712,0.7756,
cnn,1.0,1,29,0.011291,0.997956,1.193833,0.7688,
cnn,1.0,1,30,0.025136,0.993244,1.065453,0.7902,
cnn,1.0,1,31,0.008826,0.9988,1.033292,0.7912,
cnn,1.0,1,32,0.003949,0.999756,1.004907,0.8008,
cnn,1.0,1,33,0.002326,1.0,1.005506,0.8008,
cnn,1.0,1,34,0.001688,1.0,1.015366,0.8024,
cnn,1.0,1,35,0.001535,0.999978,1.038305,0.8018,
cnn,1.0,1,36,0.001233,1.0,1.055245,0.7992,
cnn,1.0,1,37,0.001059,1.0,1.046727,0.8026,
cnn,1.0,1,38,0.000955,1.0,1.056182,0.8002,
cnn,1.0,1,39,0.00086,1.0,1.057105,0.802,
cnn,1.0,1,40,0.001035,0.999978,1.066955,0.7986,
cnn,1.0,1,41,0.000898,0.999978,1.075002,0.7972,
cnn,1.0,1,42,0.000795,1.0,1.07874,0.7998,
cnn,1.0,1,43,0.000632,1.0,1.077252,0.8,
cnn,1.0,1,44,0.000705,1.0,1.078774,0.7996,
cnn,1.0,1,45,0.000627,1.0,1.080542,0.7984,
cnn,1.0,1,46,0.000605,1.0,1.083531,0.7994,
cnn,1.0,1,47,0.000561,1.0,1.086898,0.7986,
cnn,1.0,1,48,0.000558,1.0,1.086529,0.7982,
cnn,1.0,1,49,0.000548,1.0,1.084603,0.798,
cnn,1.0,1,50,0.000537,1.0,1.082573,0.7994,
cnn,1.0,1,FINAL,,,,0.8026,0.805
cnn,1.0,2,1,1.342443,0.514867,1.272017,0.5468,
cnn,1.0,2,2,0.946772,0.665156,1.157214,0.5858,
cnn,1.0,2,3,0.80767,0.713289,1.196997,0.5946,
cnn,1.0,2,4,0.699863,0.754822,0.84017,0.7112,
cnn,1.0,2,5,0.613596,0.785111,0.837425,0.7132,
cnn,1.0,2,6,0.545196,0.809444,0.760356,0.7468,
cnn,1.0,2,7,0.481482,0.833667,0.957521,0.7,
cnn,1.0,2,8,0.432128,0.8488,0.737239,0.7512,
cnn,1.0,2,9,0.378545,0.868467,0.756397,0.7528,
cnn,1.0,2,10,0.330351,0.885822,0.715563,0.765,
cnn,1.0,2,11,0.28605,0.902822,0.778967,0.7544,
cnn,1.0,2,12,0.242807,0.917689,0.76968,0.7692,
cnn,1.0,2,13,0.204829,0.931022,0.77767,0.758,
cnn,1.0,2,14,0.167334,0.945489,1.017682,0.7346,
cnn,1.0,2,15,0.143373,0.952689,0.864291,0.7656,
cnn,1.0,2,16,0.110913,0.966222,0.968392,0.7564,
cnn,1.0,2,17,0.091553,0.972444,0.953461,0.7606,
cnn,1.0,2,18,0.073061,0.979378,0.963146,0.7668,
cnn,1.0,2,19,0.05852,0.984022,0.918187,0.7794,
cnn,1.0,2,20,0.055706,0.984133,0.987418,0.7688,
cnn,1.0,2,21,0.043126,0.988311,0.895138,0.7944,
cnn,1.0,2,22,0.031099,0.9928,0.95604,0.789,
cnn,1.0,2,23,0.022352,0.995711,0.971619,0.788,
cnn,1.0,2,24,0.02355,0.995111,1.041151,0.7862,
cnn,1.0,2,25,0.033845,0.989644,1.356354,0.7572,
cnn,1.0,2,26,0.02766,0.992711,1.111309,0.7748,
cnn,1.0,2,27,0.011667,0.998444,0.982246,0.7954,
cnn,1.0,2,28,0.006499,0.999511,1.005029,0.7974,
cnn,1.0,2,29,0.004062,0.999844,0.997321,0.7958,
cnn,1.0,2,30,0.002959,0.999956,0.994286,0.8016,
cnn,1.0,2,31,0.002322,1.0,1.005656,0.8008,
cnn,1.0,2,32,0.00194,1.0,1.017476,0.8024,
cnn,1.0,2,33,0.001687,0.999978,1.010315,0.8026,
cnn,1.0,2,34,0.001499,1.0,1.041617,0.8006,
cnn,1.0,2,35,0.001233,1.0,1.037026,0.803,
cnn,1.0,2,36,0.00104,1.0,1.042888,0.8028,
cnn,1.0,2,37,0.000865,1.0,1.048163,0.802,
cnn,1.0,2,38,0.000779,1.0,1.062168,0.8008,
cnn,1.0,2,39,0.000783,1.0,1.072627,0.7986,
cnn,1.0,2,40,0.000892,0.999978,1.085912,0.7992,
cnn,1.0,2,41,0.000669,1.0,1.078529,0.8034,
cnn,1.0,2,42,0.00059,1.0,1.09099,0.7988,
cnn,1.0,2,43,0.000574,1.0,1.094764,0.7986,
cnn,1.0,2,44,0.000533,1.0,1.097579,0.8008,
cnn,1.0,2,45,0.00052,1.0,1.100245,0.8004,
cnn,1.0,2,46,0.000488,1.0,1.09769,0.802,
cnn,1.0,2,47,0.000444,1.0,1.097372,0.7998,
cnn,1.0,2,48,0.000459,1.0,1.103473,0.8006,
cnn,1.0,2,49,0.000433,1.0,1.101916,0.8018,
cnn,1.0,2,50,0.000421,1.0,1.102685,0.8004,
cnn,1.0,2,FINAL,,,,0.8034,0.8012
cnn,1.0,3,1,1.375259,0.504956,1.232572,0.548,
cnn,1.0,3,2,0.976486,0.651689,1.107243,0.6238,
cnn,1.0,3,3,0.814693,0.714244,0.991549,0.6388,
cnn,1.0,3,4,0.69707,0.757533,0.805227,0.7228,
cnn,1.0,3,5,0.611769,0.786822,0.774912,0.733,
cnn,1.0,3,6,0.534816,0.815067,0.737973,0.7446,
cnn,1.0,3,7,0.475553,0.834711,0.683609,0.765,
cnn,1.0,3,8,0.419699,0.855022,0.738599,0.7596,
cnn,1.0,3,9,0.369183,0.873956,0.706649,0.7646,
cnn,1.0,3,10,0.319972,0.891444,0.725613,0.7688,
cnn,1.0,3,11,0.271721,0.908,0.699367,0.7766,
cnn,1.0,3,12,0.234334,0.921956,0.735817,0.7784,
cnn,1.0,3,13,0.201387,0.931289,0.738225,0.787,
cnn,1.0,3,14,0.15858,0.9482,0.825926,0.7636,
cnn,1.0,3,15,0.130342,0.958222,0.924072,0.7546,
cnn,1.0,3,16,0.110569,0.966356,0.797376,0.7812,
cnn,1.0,3,17,0.091515,0.972156,1.113344,0.7482,
cnn,1.0,3,18,0.074204,0.979,0.842719,0.787,
cnn,1.0,3,19,0.064349,0.981067,0.84566,0.786,
cnn,1.0,3,20,0.053376,0.984756,0.983105,0.7632,
cnn,1.0,3,21,0.044221,0.988422,0.957691,0.783,
cnn,1.0,3,22,0.034977,0.990978,0.990705,0.7782,
cnn,1.0,3,23,0.029575,0.992978,0.944268,0.789,
cnn,1.0,3,24,0.030279,0.991511,1.08144,0.7738,
cnn,1.0,3,25,0.025054,0.994222,1.055741,0.7774,
cnn,1.0,3,26,0.01639,0.997022,1.025619,0.7902,
cnn,1.0,3,27,0.009535,0.998956,0.980108,0.795,
cnn,1.0,3,28,0.00865,0.998822,0.986915,0.8004,
cnn,1.0,3,29,0.005116,0.999778,0.981395,0.7988,
cnn,1.0,3,30,0.003523,0.999889,0.982262,0.8004,
cnn,1.0,3,31,0.002561,0.999956,0.999979,0.8016,
cnn,1.0,3,32,0.002135,0.999956,1.013399,0.8002,
cnn,1.0,3,33,0.001733,1.0,1.019786,0.8016,
cnn,1.0,3,34,0.001431,1.0,1.022227,0.8038,
cnn,1.0,3,35,0.001183,1.0,1.028286,0.8038,
cnn,1.0,3,36,0.001406,0.999956,1.067463,0.798,
cnn,1.0,3,37,0.001232,1.0,1.052853,0.8008,
cnn,1.0,3,38,0.001116,0.999978,1.056419,0.8036,
cnn,1.0,3,39,0.001013,1.0,1.075909,0.7998,
cnn,1.0,3,40,0.000751,1.0,1.089831,0.8016,
cnn,1.0,3,41,0.00064,1.0,1.078349,0.8026,
cnn,1.0,3,42,0.000659,1.0,1.086062,0.802,
cnn,1.0,3,43,0.000739,0.999978,1.083115,0.8002,
cnn,1.0,3,44,0.000546,1.0,1.084472,0.8038,
cnn,1.0,3,45,0.00048,1.0,1.088395,0.8012,
cnn,1.0,3,46,0.000462,1.0,1.097544,0.8028,
cnn,1.0,3,47,0.000477,1.0,1.094462,0.8018,
cnn,1.0,3,48,0.000432,1.0,1.098474,0.8038,
cnn,1.0,3,49,0.000401,1.0,1.093311,0.8046,
cnn,1.0,3,50,0.000425,1.0,1.094051,0.8024,
cnn,1.0,3,FINAL,,,,0.8046,0.8023
vit,0.01,1,1,2.220775,0.171111,2.138719,0.2128,
vit,0.01,1,2,2.059592,0.233333,2.079418,0.2116,
vit,0.01,1,3,1.978083,0.28,2.048469,0.229,
vit,0.01,1,4,1.925612,0.313333,2.027128,0.246,
vit,0.01,1,5,1.8777,0.34,2.013226,0.2428,
vit,0.01,1,6,1.820157,0.36,2.026469,0.229,
vit,0.01,1,7,1.807802,0.353333,1.994466,0.2432,
vit,0.01,1,8,1.768317,0.335556,1.986878,0.2438,
vit,0.01,1,9,1.755785,0.335556,1.964985,0.2552,
vit,0.01,1,10,1.7139,0.36,1.966411,0.2624,
vit,0.01,1,11,1.651014,0.402222,1.987001,0.2616,
vit,0.01,1,12,1.607337,0.415556,1.962167,0.272,
vit,0.01,1,13,1.573782,0.44,1.973265,0.2686,
vit,0.01,1,14,1.528267,0.482222,1.985194,0.2716,
vit,0.01,1,15,1.507365,0.495556,1.994189,0.2684,
vit,0.01,1,16,1.480502,0.471111,1.963029,0.2824,
vit,0.01,1,17,1.460516,0.484444,1.996768,0.2696,
vit,0.01,1,18,1.409623,0.508889,1.987995,0.275,
vit,0.01,1,19,1.368798,0.513333,1.985397,0.2794,
vit,0.01,1,20,1.344062,0.544444,2.007221,0.2728,
vit,0.01,1,21,1.304412,0.562222,2.027772,0.2864,
vit,0.01,1,22,1.296201,0.522222,1.986113,0.2888,
vit,0.01,1,23,1.236637,0.573333,2.033796,0.289,
vit,0.01,1,24,1.210327,0.608889,2.022686,0.28,
vit,0.01,1,25,1.15179,0.617778,2.027183,0.286,
vit,0.01,1,26,1.141877,0.62,2.035901,0.2864,
vit,0.01,1,27,1.105401,0.628889,2.086817,0.2762,
vit,0.01,1,28,1.035794,0.666667,2.033449,0.2932,
vit,0.01,1,29,1.017595,0.671111,2.038843,0.2874,
vit,0.01,1,30,0.996827,0.673333,2.08504,0.289,
vit,0.01,1,31,0.972895,0.693333,2.07744,0.2932,
vit,0.01,1,32,0.896574,0.711111,2.08083,0.286,
vit,0.01,1,33,0.90236,0.737778,2.066499,0.2992,
vit,0.01,1,34,0.880624,0.733333,2.12279,0.2868,
vit,0.01,1,35,0.855007,0.762222,2.095542,0.296,
vit,0.01,1,36,0.808796,0.771111,2.087458,0.3026,
vit,0.01,1,37,0.773863,0.777778,2.135142,0.2864,
vit,0.01,1,38,0.783955,0.784444,2.12655,0.3,
vit,0.01,1,39,0.746324,0.795556,2.13919,0.2956,
vit,0.01,1,40,0.745411,0.784444,2.148477,0.2918,
vit,0.01,1,41,0.713809,0.802222,2.139272,0.2894,
vit,0.01,1,42,0.722939,0.791111,2.132752,0.295,
vit,0.01,1,43,0.741932,0.777778,2.13224,0.2962,
vit,0.01,1,44,0.67306,0.817778,2.133286,0.2978,
vit,0.01,1,45,0.689954,0.808889,2.135119,0.2986,
vit,0.01,1,46,0.691825,0.811111,2.135936,0.2994,
vit,0.01,1,47,0.684625,0.817778,2.135606,0.2992,
vit,0.01,1,48,0.672638,0.802222,2.136183,0.2992,
vit,0.01,1,49,0.695113,0.806667,2.13634,0.2998,
vit,0.01,1,50,0.676403,0.804444,2.13643,0.2998,
vit,0.01,1,FINAL,,,,0.3026,0.3083
vit,0.01,2,1,2.24853,0.128889,2.125327,0.2202,
vit,0.01,2,2,2.078007,0.251111,2.064884,0.2546,
vit,0.01,2,3,2.006164,0.288889,2.029405,0.2626,
vit,0.01,2,4,1.950344,0.3,2.032515,0.2626,
vit,0.01,2,5,1.925373,0.32,1.975847,0.275,
vit,0.01,2,6,1.872111,0.36,1.986149,0.2716,
vit,0.01,2,7,1.835989,0.364444,1.933302,0.2936,
vit,0.01,2,8,1.792678,0.326667,1.91673,0.2976,
vit,0.01,2,9,1.737275,0.373333,1.962248,0.2832,
vit,0.01,2,10,1.729776,0.395556,1.909889,0.3022,
vit,0.01,2,11,1.655996,0.44,1.919091,0.2988,
vit,0.01,2,12,1.62238,0.415556,1.89874,0.3062,
vit,0.01,2,13,1.566654,0.48,1.901199,0.3046,
vit,0.01,2,14,1.516906,0.502222,1.883945,0.318,
vit,0.01,2,15,1.453794,0.504444,1.931319,0.302,
vit,0.01,2,16,1.448259,0.526667,1.918883,0.3072,
vit,0.01,2,17,1.400649,0.551111,1.892327,0.3274,
vit,0.01,2,18,1.333498,0.566667,1.875756,0.3256,
vit,0.01,2,19,1.29061,0.573333,1.93336,0.3004,
vit,0.01,2,20,1.253736,0.597778,1.924932,0.323,
vit,0.01,2,21,1.208646,0.604444,1.919253,0.3242,
vit,0.01,2,22,1.174258,0.637778,1.930104,0.3198,
vit,0.01,2,23,1.139709,0.646667,1.937339,0.3218,
vit,0.01,2,24,1.068449,0.671111,1.983322,0.3128,
vit,0.01,2,25,1.019596,0.706667,1.953833,0.3256,
vit,0.01,2,26,0.951367,0.717778,2.028037,0.3026,
vit,0.01,2,27,0.935957,0.726667,2.00133,0.3288,
vit,0.01,2,28,0.894115,0.742222,2.005052,0.3226,
vit,0.01,2,29,0.853001,0.768889,2.018025,0.334,
vit,0.01,2,30,0.789943,0.773333,2.063536,0.3138,
vit,0.01,2,31,0.760812,0.804444,2.0756,0.323,
vit,0.01,2,32,0.7355,0.808889,2.032967,0.3344,
vit,0.01,2,33,0.71987,0.811111,2.06004,0.3178,
vit,0.01,2,34,0.682191,0.817778,2.080399,0.327,
vit,0.01,2,35,0.657183,0.855556,2.110794,0.3228,
vit,0.01,2,36,0.649013,0.853333,2.104455,0.3274,
vit,0.01,2,37,0.623322,0.842222,2.093629,0.3376,
vit,0.01,2,38,0.59728,0.86,2.112377,0.3264,
vit,0.01,2,39,0.57108,0.875556,2.128745,0.3272,
vit,0.01,2,40,0.535224,0.893333,2.127309,0.3302,
vit,0.01,2,41,0.558299,0.88,2.122584,0.3338,
vit,0.01,2,42,0.530635,0.891111,2.125256,0.3356,
vit,0.01,2,43,0.538964,0.882222,2.131374,0.3334,
vit,0.01,2,44,0.532442,0.888889,2.136382,0.3278,
vit,0.01,2,45,0.521662,0.882222,2.137306,0.3274,
vit,0.01,2,46,0.532918,0.888889,2.136409,0.3304,
vit,0.01,2,47,0.506495,0.908889,2.135294,0.3296,
vit,0.01,2,48,0.505729,0.9,2.135028,0.329,
vit,0.01,2,49,0.51307,0.913333,2.135181,0.3296,
vit,0.01,2,50,0.507686,0.902222,2.135221,0.3302,
vit,0.01,2,FINAL,,,,0.3376,0.3299
vit,0.01,3,1,2.245962,0.162222,2.145109,0.212,
vit,0.01,3,2,2.096697,0.233333,2.101186,0.2232,
vit,0.01,3,3,2.046717,0.26,2.067709,0.2386,
vit,0.01,3,4,1.993282,0.297778,2.036702,0.2576,
vit,0.01,3,5,1.967571,0.291111,2.027206,0.2564,
vit,0.01,3,6,1.927904,0.306667,1.99456,0.2626,
vit,0.01,3,7,1.88461,0.315556,1.972584,0.2692,
vit,0.01,3,8,1.850877,0.337778,1.982179,0.2628,
vit,0.01,3,9,1.796916,0.328889,1.955596,0.2684,
vit,0.01,3,10,1.760124,0.344444,1.960962,0.2666,
vit,0.01,3,11,1.727374,0.342222,1.998953,0.2572,
vit,0.01,3,12,1.717218,0.364444,1.964211,0.286,
vit,0.01,3,13,1.673276,0.402222,1.983541,0.2702,
vit,0.01,3,14,1.631903,0.417778,1.940742,0.2882,
vit,0.01,3,15,1.56363,0.451111,1.971517,0.2742,
vit,0.01,3,16,1.530576,0.442222,1.937494,0.294,
vit,0.01,3,17,1.486817,0.473333,1.974615,0.281,
vit,0.01,3,18,1.443097,0.488889,1.93949,0.2984,
vit,0.01,3,19,1.399028,0.491111,1.967036,0.2954,
vit,0.01,3,20,1.364173,0.526667,1.970591,0.3022,
vit,0.01,3,21,1.30921,0.546667,1.975626,0.2972,
vit,0.01,3,22,1.267601,0.548889,1.967769,0.3102,
vit,0.01,3,23,1.233345,0.588889,2.013903,0.2994,
vit,0.01,3,24,1.20706,0.568889,1.9767,0.3108,
vit,0.01,3,25,1.146303,0.591111,2.032594,0.3008,
vit,0.01,3,26,1.133918,0.631111,2.022355,0.3158,
vit,0.01,3,27,1.114433,0.626667,2.022509,0.3162,
vit,0.01,3,28,1.066267,0.646667,2.051113,0.3126,
vit,0.01,3,29,1.016027,0.666667,2.026404,0.3182,
vit,0.01,3,30,0.964697,0.666667,2.048391,0.3164,
vit,0.01,3,31,0.948326,0.717778,2.078123,0.31,
vit,0.01,3,32,0.917621,0.715556,2.061566,0.3172,
vit,0.01,3,33,0.868213,0.72,2.06209,0.3204,
vit,0.01,3,34,0.844421,0.731111,2.076445,0.3182,
vit,0.01,3,35,0.794931,0.768889,2.104813,0.3108,
vit,0.01,3,36,0.783789,0.782222,2.133573,0.3146,
vit,0.01,3,37,0.782104,0.766667,2.144516,0.3086,
vit,0.01,3,38,0.755177,0.78,2.11865,0.317,
vit,0.01,3,39,0.733003,0.773333,2.105405,0.3216,
vit,0.01,3,40,0.732819,0.788889,2.113895,0.3196,
vit,0.01,3,41,0.71917,0.806667,2.133376,0.3158,
vit,0.01,3,42,0.714405,0.773333,2.148831,0.3144,
vit,0.01,3,43,0.694469,0.795556,2.14191,0.3178,
vit,0.01,3,44,0.674767,0.835556,2.134489,0.3228,
vit,0.01,3,45,0.697551,0.797778,2.131875,0.3228,
vit,0.01,3,46,0.662051,0.824444,2.132753,0.323,
vit,0.01,3,47,0.697244,0.808889,2.132953,0.3226,
vit,0.01,3,48,0.689796,0.822222,2.133662,0.323,
vit,0.01,3,49,0.666611,0.82,2.133997,0.3226,
vit,0.01,3,50,0.681224,0.811111,2.134102,0.3226,
vit,0.01,3,FINAL,,,,0.323,0.3274
vit,0.05,1,1,2.113271,0.215556,2.020592,0.2442,
vit,0.05,1,2,1.967519,0.270667,1.966361,0.2612,
vit,0.05,1,3,1.885471,0.288889,1.878995,0.2958,
vit,0.05,1,4,1.823698,0.324,1.835852,0.3166,
vit,0.05,1,5,1.810711,0.308889,1.82766,0.312,
vit,0.05,1,6,1.755745,0.356889,1.79064,0.3338,
vit,0.05,1,7,1.696992,0.366222,1.775562,0.3324,
vit,0.05,1,8,1.656235,0.383556,1.734567,0.3626,
vit,0.05,1,9,1.631648,0.393333,1.711955,0.3562,
vit,0.05,1,10,1.556413,0.432889,1.73117,0.3704,
vit,0.05,1,11,1.500331,0.452444,1.658338,0.3946,
vit,0.05,1,12,1.455334,0.457333,1.6804,0.3912,
vit,0.05,1,13,1.451381,0.464,1.644892,0.405,
vit,0.05,1,14,1.359594,0.498222,1.651695,0.398,
vit,0.05,1,15,1.294637,0.536444,1.655856,0.407,
vit,0.05,1,16,1.241911,0.561333,1.619025,0.4226,
vit,0.05,1,17,1.219218,0.564444,1.649722,0.4228,
vit,0.05,1,18,1.152805,0.593778,1.727632,0.405,
vit,0.05,1,19,1.140759,0.590222,1.663913,0.42,
vit,0.05,1,20,1.070132,0.625333,1.642786,0.425,
vit,0.05,1,21,1.022246,0.632,1.691814,0.4164,
vit,0.05,1,22,0.967869,0.651556,1.670197,0.4362,
vit,0.05,1,23,0.935714,0.668444,1.675921,0.4384,
vit,0.05,1,24,0.889571,0.68,1.752712,0.4374,
vit,0.05,1,25,0.821293,0.714222,1.684933,0.439,
vit,0.05,1,26,0.761528,0.743111,1.757832,0.435,
vit,0.05,1,27,0.768466,0.726222,1.780568,0.4424,
vit,0.05,1,28,0.703708,0.751111,1.8215,0.4312,
vit,0.05,1,29,0.653318,0.784889,1.806886,0.4362,
vit,0.05,1,30,0.650647,0.775111,1.850169,0.4304,
vit,0.05,1,31,0.622084,0.774667,1.848371,0.4342,
vit,0.05,1,32,0.569805,0.799556,1.886687,0.4314,
vit,0.05,1,33,0.550707,0.816889,1.927841,0.438,
vit,0.05,1,34,0.538606,0.815111,1.910611,0.4308,
vit,0.05,1,35,0.499252,0.825333,1.928,0.4356,
vit,0.05,1,36,0.470934,0.845333,1.945699,0.4348,
vit,0.05,1,37,0.426255,0.865333,1.962701,0.447,
vit,0.05,1,38,0.42336,0.852889,1.968868,0.4434,
vit,0.05,1,39,0.404923,0.859111,1.968936,0.4452,
vit,0.05,1,40,0.391012,0.877778,1.999564,0.4426,
vit,0.05,1,41,0.365131,0.883111,1.999234,0.4474,
vit,0.05,1,42,0.355494,0.886667,2.018112,0.4422,
vit,0.05,1,43,0.353355,0.892889,2.035474,0.4424,
vit,0.05,1,44,0.3387,0.892,2.031092,0.4454,
