model,fraction,seed,epoch,train_loss,train_acc,val_loss,val_acc,test_acc
vit,0.05,1,45,0.354031,0.882667,2.037825,0.4442,
vit,0.05,1,46,0.332839,0.893778,2.037516,0.4452,
vit,0.05,1,47,0.333429,0.904,2.037069,0.4458,
vit,0.05,1,48,0.328118,0.894667,2.038898,0.4462,
vit,0.05,1,49,0.307597,0.906667,2.039097,0.4462,
vit,0.05,1,50,0.316953,0.892889,2.039015,0.447,
vit,0.05,1,FINAL,,,,0.4474,0.4443
vit,0.05,2,1,2.115851,0.212889,2.017531,0.2404,
vit,0.05,2,2,2.003648,0.252,1.944707,0.2874,
vit,0.05,2,3,1.928296,0.284,1.901768,0.2864,
vit,0.05,2,4,1.866846,0.294222,1.834278,0.3116,
vit,0.05,2,5,1.795912,0.345778,1.832101,0.3228,
vit,0.05,2,6,1.752467,0.353333,1.77037,0.3402,
vit,0.05,2,7,1.71662,0.372,1.764133,0.338,
vit,0.05,2,8,1.662054,0.392444,1.752427,0.3584,
vit,0.05,2,9,1.602358,0.411556,1.729366,0.362,
vit,0.05,2,10,1.547785,0.427111,1.763563,0.3642,
vit,0.05,2,11,1.508704,0.445778,1.694774,0.3804,
vit,0.05,2,12,1.46528,0.463556,1.67646,0.3928,
vit,0.05,2,13,1.402608,0.483111,1.644864,0.3994,
vit,0.05,2,14,1.352149,0.508889,1.677364,0.3956,
vit,0.05,2,15,1.310488,0.529778,1.755564,0.3844,
vit,0.05,2,16,1.292381,0.534667,1.725495,0.4026,
vit,0.05,2,17,1.243725,0.541333,1.654837,0.399,
vit,0.05,2,18,1.147874,0.589333,1.6564,0.4114,
vit,0.05,2,19,1.099452,0.605333,1.728578,0.4114,
vit,0.05,2,20,1.060609,0.611556,1.697815,0.4174,
vit,0.05,2,21,1.007774,0.643556,1.712861,0.4276,
vit,0.05,2,22,0.954923,0.660444,1.733248,0.414,
vit,0.05,2,23,0.896443,0.677778,1.701688,0.4372,
vit,0.05,2,24,0.869474,0.688444,1.747669,0.4344,
vit,0.05,2,25,0.81916,0.707556,1.785865,0.4306,
vit,0.05,2,26,0.811328,0.707556,1.774699,0.4324,
vit,0.05,2,27,0.784904,0.731111,1.838492,0.4306,
vit,0.05,2,28,0.725346,0.748444,1.820997,0.4258,
vit,0.05,2,29,0.676844,0.769778,1.84141,0.4418,
vit,0.05,2,30,0.638278,0.784,1.84706,0.4294,
vit,0.05,2,31,0.629191,0.774222,1.912497,0.4302,
vit,0.05,2,32,0.598893,0.797333,1.897499,0.4238,
vit,0.05,2,33,0.573225,0.803556,1.900117,0.439,
vit,0.05,2,34,0.519301,0.825333,1.93496,0.4326,
vit,0.05,2,35,0.483665,0.836,1.9346,0.4378,
vit,0.05,2,36,0.463989,0.846222,1.955536,0.432,
vit,0.05,2,37,0.457099,0.852,1.95776,0.44,
vit,0.05,2,38,0.433541,0.86,1.990007,0.4356,
vit,0.05,2,39,0.412152,0.862222,1.994339,0.4412,
vit,0.05,2,40,0.40616,0.866667,2.001654,0.4446,
vit,0.05,2,41,0.374497,0.874222,2.011255,0.4352,
vit,0.05,2,42,0.356277,0.886222,2.027803,0.441,
vit,0.05,2,43,0.369902,0.873333,2.033612,0.4404,
vit,0.05,2,44,0.343851,0.886222,2.03529,0.4392,
vit,0.05,2,45,0.337245,0.892,2.043859,0.4406,
vit,0.05,2,46,0.340258,0.894667,2.042923,0.4392,
vit,0.05,2,47,0.324606,0.903111,2.04563,0.438,
vit,0.05,2,48,0.324065,0.895111,2.045371,0.4392,
vit,0.05,2,49,0.3252,0.898222,2.045707,0.4392,
vit,0.05,2,50,0.318559,0.901778,2.045725,0.4388,
vit,0.05,2,FINAL,,,,0.4446,0.4563
vit,0.05,3,1,2.11851,0.203111,2.054592,0.2408,
vit,0.05,3,2,1.987133,0.261333,1.951562,0.2832,
vit,0.05,3,3,1.899137,0.292889,1.891043,0.301,
vit,0.05,3,4,1.835798,0.301333,1.878024,0.2954,
vit,0.05,3,5,1.776758,0.336444,1.86784,0.3018,
vit,0.05,3,6,1.738899,0.351111,1.827764,0.3034,
vit,0.05,3,7,1.678262,0.366667,1.753497,0.3396,
vit,0.05,3,8,1.650932,0.378667,1.747496,0.3494,
vit,0.05,3,9,1.610602,0.399111,1.80355,0.3336,
vit,0.05,3,10,1.580137,0.404444,1.702236,0.3778,
vit,0.05,3,11,1.52631,0.434667,1.695581,0.368,
vit,0.05,3,12,1.418935,0.463556,1.715451,0.3818,
vit,0.05,3,13,1.422366,0.467556,1.650641,0.3982,
vit,0.05,3,14,1.362069,0.504444,1.632641,0.413,
vit,0.05,3,15,1.275447,0.534222,1.627733,0.423,
vit,0.05,3,16,1.219444,0.553333,1.636545,0.4224,
vit,0.05,3,17,1.176883,0.574222,1.661723,0.4304,
vit,0.05,3,18,1.173365,0.556444,1.687919,0.4104,
vit,0.05,3,19,1.114271,0.596889,1.713698,0.4058,
vit,0.05,3,20,1.053832,0.619111,1.700304,0.4108,
vit,0.05,3,21,1.01611,0.626222,1.677987,0.4268,
vit,0.05,3,22,0.952362,0.663111,1.674683,0.4376,
vit,0.05,3,23,0.926931,0.678222,1.697596,0.4352,
vit,0.05,3,24,0.851505,0.701333,1.713027,0.4356,
vit,0.05,3,25,0.804399,0.707111,1.736197,0.4428,
vit,0.05,3,26,0.797125,0.712,1.756574,0.441,
vit,0.05,3,27,0.744804,0.743111,1.802124,0.4356,
vit,0.05,3,28,0.692562,0.760444,1.799948,0.4482,
vit,0.05,3,29,0.662682,0.776889,1.817896,0.4366,
vit,0.05,3,30,0.624419,0.78,1.857517,0.4398,
vit,0.05,3,31,0.59987,0.788444,1.871519,0.436,
vit,0.05,3,32,0.586128,0.801333,1.901226,0.4396,
vit,0.05,3,33,0.553964,0.807111,1.954605,0.445,
vit,0.05,3,34,0.535864,0.818222,1.934265,0.4392,
vit,0.05,3,35,0.495188,0.833333,1.921837,0.45,
vit,0.05,3,36,0.473509,0.840444,1.97271,0.449,
vit,0.05,3,37,0.439379,0.858222,1.972729,0.4424,
vit,0.05,3,38,0.430066,0.857333,1.981727,0.4474,
vit,0.05,3,39,0.408077,0.866667,2.014648,0.4404,
vit,0.05,3,40,0.403154,0.863111,2.019594,0.4482,
vit,0.05,3,41,0.370994,0.883111,2.03173,0.443,
vit,0.05,3,42,0.390289,0.867111,2.0374,0.4474,
vit,0.05,3,43,0.366293,0.880444,2.031126,0.4468,
vit,0.05,3,44,0.336824,0.898667,2.042685,0.4462,
vit,0.05,3,45,0.346989,0.890667,2.045782,0.4454,
vit,0.05,3,46,0.321901,0.898667,2.049116,0.4458,
vit,0.05,3,47,0.335373,0.896444,2.054166,0.4442,
vit,0.05,3,48,0.338322,0.891111,2.054999,0.4436,
vit,0.05,3,49,0.330933,0.895556,2.053702,0.4438,
vit,0.05,3,50,0.327838,0.9,2.053886,0.444,
vit,0.05,3,FINAL,,,,0.45,0.4443
vit,0.1,1,1,2.052239,0.234444,1.95325,0.27,
vit,0.1,1,2,1.885159,0.288667,1.838553,0.3122,
vit,0.1,1,3,1.785463,0.337333,1.755346,0.3454,
vit,0.1,1,4,1.729742,0.349778,1.759481,0.3398,
vit,0.1,1,5,1.677351,0.373333,1.659032,0.3892,
vit,0.1,1,6,1.588185,0.403556,1.647212,0.3792,
vit,0.1,1,7,1.532981,0.430222,1.602468,0.398,
vit,0.1,1,8,1.478054,0.457111,1.588154,0.4234,
vit,0.1,1,9,1.43344,0.473333,1.629173,0.4126,
vit,0.1,1,10,1.409207,0.485556,1.552727,0.4308,
vit,0.1,1,11,1.349751,0.509111,1.530074,0.4492,
vit,0.1,1,12,1.341244,0.507111,1.479671,0.4638,
vit,0.1,1,13,1.281992,0.531333,1.507951,0.4576,
vit,0.1,1,14,1.271645,0.543333,1.538423,0.4594,
vit,0.1,1,15,1.198359,0.568889,1.492357,0.4692,
vit,0.1,1,16,1.147037,0.587556,1.507056,0.478,
vit,0.1,1,17,1.148026,0.584667,1.471023,0.4828,
vit,0.1,1,18,1.077646,0.61,1.522053,0.4642,
vit,0.1,1,19,1.029717,0.638,1.520792,0.4832,
vit,0.1,1,20,0.994375,0.641556,1.509674,0.4806,
vit,0.1,1,21,0.964668,0.656889,1.525308,0.4816,
vit,0.1,1,22,0.927685,0.663556,1.539065,0.488,
vit,0.1,1,23,0.899526,0.677333,1.568168,0.4896,
vit,0.1,1,24,0.892069,0.677111,1.529515,0.5046,
vit,0.1,1,25,0.854723,0.685333,1.531695,0.4976,
vit,0.1,1,26,0.788765,0.720444,1.58211,0.4874,
vit,0.1,1,27,0.747431,0.727111,1.608347,0.4874,
vit,0.1,1,28,0.721762,0.745333,1.6154,0.5022,
vit,0.1,1,29,0.687439,0.751556,1.658213,0.4992,
vit,0.1,1,30,0.69736,0.744,1.631335,0.4986,
vit,0.1,1,31,0.663469,0.763333,1.66512,0.497,
vit,0.1,1,32,0.614675,0.787111,1.669993,0.4906,
vit,0.1,1,33,0.56373,0.806222,1.701171,0.4952,
vit,0.1,1,34,0.54904,0.799333,1.70494,0.5076,
vit,0.1,1,35,0.540482,0.805111,1.747606,0.4994,
vit,0.1,1,36,0.506313,0.817333,1.755154,0.5006,
vit,0.1,1,37,0.4869,0.829556,1.738095,0.5034,
vit,0.1,1,38,0.462811,0.839111,1.765438,0.5068,
vit,0.1,1,39,0.441955,0.846889,1.756864,0.5074,
vit,0.1,1,40,0.422703,0.854667,1.783593,0.5116,
vit,0.1,1,41,0.43174,0.848222,1.78071,0.5084,
vit,0.1,1,42,0.415628,0.856,1.799022,0.506,
vit,0.1,1,43,0.394692,0.863556,1.797698,0.5058,
vit,0.1,1,44,0.390908,0.866222,1.822341,0.5058,
vit,0.1,1,45,0.368603,0.873778,1.819653,0.5084,
vit,0.1,1,46,0.369536,0.875556,1.82194,0.5104,
vit,0.1,1,47,0.363086,0.877556,1.822088,0.51,
vit,0.1,1,48,0.377396,0.871333,1.821498,0.5094,
vit,0.1,1,49,0.360194,0.879556,1.821663,0.5098,
vit,0.1,1,50,0.357595,0.877556,1.821688,0.5096,
vit,0.1,1,FINAL,,,,0.5116,0.5105
vit,0.1,2,1,2.056835,0.216667,1.958425,0.2672,
vit,0.1,2,2,1.913395,0.276444,1.860507,0.3138,
vit,0.1,2,3,1.833196,0.315778,1.839311,0.311,
vit,0.1,2,4,1.753442,0.335778,1.960558,0.273,
vit,0.1,2,5,1.711809,0.361111,1.797121,0.3356,
vit,0.1,2,6,1.662147,0.374222,1.684696,0.3802,
vit,0.1,2,7,1.608996,0.407778,1.636447,0.4006,
vit,0.1,2,8,1.560553,0.426222,1.626568,0.4048,
vit,0.1,2,9,1.508196,0.447333,1.636984,0.4032,
vit,0.1,2,10,1.483894,0.458667,1.550905,0.4396,
vit,0.1,2,11,1.417195,0.485556,1.535184,0.442,
vit,0.1,2,12,1.337906,0.524222,1.528166,0.4574,
vit,0.1,2,13,1.31703,0.525778,1.483943,0.4678,
vit,0.1,2,14,1.281201,0.532,1.565929,0.4384,
vit,0.1,2,15,1.217325,0.565556,1.57178,0.446,
vit,0.1,2,16,1.182624,0.567778,1.491116,0.4758,
vit,0.1,2,17,1.131868,0.589778,1.515226,0.4702,
vit,0.1,2,18,1.115558,0.592444,1.496967,0.479,
vit,0.1,2,19,1.076902,0.607111,1.531283,0.4762,
vit,0.1,2,20,1.028471,0.632222,1.528886,0.4854,
vit,0.1,2,21,0.996385,0.635333,1.563073,0.4764,
vit,0.1,2,22,0.967202,0.648444,1.533032,0.4852,
vit,0.1,2,23,0.923778,0.668,1.519963,0.4958,
vit,0.1,2,24,0.905066,0.668,1.519386,0.4964,
vit,0.1,2,25,0.852718,0.692889,1.567612,0.4898,
vit,0.1,2,26,0.804442,0.713333,1.615383,0.4896,
vit,0.1,2,27,0.835037,0.699333,1.559284,0.5076,
vit,0.1,2,28,0.756828,0.728444,1.575616,0.4998,
vit,0.1,2,29,0.713418,0.745778,1.600872,0.5026,
vit,0.1,2,30,0.715283,0.747556,1.591729,0.4986,
vit,0.1,2,31,0.656253,0.774667,1.608234,0.5092,
vit,0.1,2,32,0.624615,0.782444,1.662487,0.502,
vit,0.1,2,33,0.617079,0.786222,1.647712,0.5076,
vit,0.1,2,34,0.571995,0.798444,1.689231,0.502,
vit,0.1,2,35,0.550486,0.807111,1.684864,0.5038,
vit,0.1,2,36,0.518191,0.817111,1.724454,0.5052,
vit,0.1,2,37,0.519373,0.811556,1.712624,0.507,
vit,0.1,2,38,0.483863,0.832222,1.731644,0.5054,
vit,0.1,2,39,0.469796,0.837556,1.745826,0.507,
vit,0.1,2,40,0.450045,0.845778,1.753112,0.5054,
vit,0.1,2,41,0.438246,0.841556,1.767179,0.5106,
vit,0.1,2,42,0.426999,0.852,1.780266,0.5042,
vit,0.1,2,43,0.41062,0.858889,1.77815,0.5114,
vit,0.1,2,44,0.41979,0.857111,1.781499,0.5088,
vit,0.1,2,45,0.395789,0.867111,1.786982,0.5114,
vit,0.1,2,46,0.387299,0.863333,1.794846,0.5074,
vit,0.1,2,47,0.387,0.868889,1.793729,0.5088,
vit,0.1,2,48,0.384683,0.866222,1.793683,0.5102,
vit,0.1,2,49,0.38022,0.871556,1.793369,0.509,
vit,0.1,2,50,0.373218,0.876222,1.793696,0.51,
vit,0.1,2,FINAL,,,,0.5114,0.5043
vit,0.1,3,1,2.062179,0.222222,1.956201,0.2696,
vit,0.1,3,2,1.917539,0.271778,1.865127,0.302,
vit,0.1,3,3,1.820936,0.312,1.810733,0.3104,
vit,0.1,3,4,1.751684,0.337778,1.762992,0.3326,
vit,0.1,3,5,1.723419,0.349778,1.779025,0.3484,
vit,0.1,3,6,1.65224,0.372222,1.721787,0.3606,
vit,0.1,3,7,1.61036,0.391333,1.66142,0.3828,
vit,0.1,3,8,1.534093,0.421778,1.697588,0.37,
vit,0.1,3,9,1.509672,0.438667,1.708587,0.387,
vit,0.1,3,10,1.442012,0.473333,1.574085,0.4192,
vit,0.1,3,11,1.407656,0.486,1.58501,0.4244,
vit,0.1,3,12,1.367228,0.501111,1.564691,0.4292,
vit,0.1,3,13,1.318198,0.517556,1.520933,0.4574,
vit,0.1,3,14,1.278566,0.530889,1.534092,0.4494,
vit,0.1,3,15,1.217031,0.561333,1.523438,0.4516,
vit,0.1,3,16,1.177659,0.567778,1.516918,0.468,
vit,0.1,3,17,1.149277,0.581556,1.516199,0.476,
vit,0.1,3,18,1.110392,0.596222,1.530107,0.4756,
vit,0.1,3,19,1.066767,0.618444,1.524661,0.484,
vit,0.1,3,20,1.059421,0.617778,1.571771,0.4694,
vit,0.1,3,21,1.050986,0.62,1.533358,0.4796,
vit,0.1,3,22,0.970842,0.644889,1.522446,0.4898,
vit,0.1,3,23,0.928386,0.664222,1.534055,0.4926,
vit,0.1,3,24,0.91698,0.675556,1.554068,0.491,
vit,0.1,3,25,0.864148,0.684,1.560227,0.4968,
vit,0.1,3,26,0.839184,0.699333,1.564289,0.4942,
vit,0.1,3,27,0.824235,0.701111,1.588949,0.4882,
vit,0.1,3,28,0.778381,0.723111,1.610044,0.4932,
vit,0.1,3,29,0.759916,0.731556,1.580698,0.5,
vit,0.1,3,30,0.682728,0.754444,1.663929,0.4904,
vit,0.1,3,31,0.675136,0.755778,1.641496,0.4958,
vit,0.1,3,32,0.636546,0.772667,1.690699,0.4982,
vit,0.1,3,33,0.626358,0.776667,1.67281,0.4952,
vit,0.1,3,34,0.594009,0.785333,1.669934,0.5006,
vit,0.1,3,35,0.565278,0.800222,1.72904,0.4914,
vit,0.1,3,36,0.528325,0.813778,1.727479,0.4994,
vit,0.1,3,37,0.507187,0.818444,1.726445,0.4986,
vit,0.1,3,38,0.490604,0.826222,1.749806,0.4982,
vit,0.1,3,39,0.466122,0.832222,1.760773,0.4992,
vit,0.1,3,40,0.445451,0.843556,1.797957,0.4918,
vit,0.1,3,41,0.449289,0.843111,1.801611,0.4954,
vit,0.1,3,42,0.433518,0.852889,1.799347,0.4944,
vit,0.1,3,43,0.41695,0.855778,1.820768,0.4948,
vit,0.1,3,44,0.419329,0.859111,1.815217,0.4954,
vit,0.1,3,45,0.40466,0.856889,1.819802,0.497,
vit,0.1,3,46,0.416065,0.858222,1.818226,0.4956,
vit,0.1,3,47,0.399724,0.866,1.819105,0.496,
vit,0.1,3,48,0.398965,0.866444,1.819382,0.495,
vit,0.1,3,49,0.393385,0.870222,1.819974,0.4942,
vit,0.1,3,50,0.402615,0.861778,1.82013,0.4942,
vit,0.1,3,FINAL,,,,0.5006,0.4955
vit,0.25,1,1,1.953385,0.267022,1.856836,0.3034,
vit,0.25,1,2,1.759241,0.339822,1.735638,0.3646,
vit,0.25,1,3,1.639173,0.391911,1.584426,0.4074,
vit,0.25,1,4,1.545201,0.430489,1.556336,0.4298,
vit,0.25,1,5,1.450545,0.467467,1.464223,0.4642,
vit,0.25,1,6,1.374278,0.497689,1.396142,0.4926,
vit,0.25,1,7,1.305968,0.5232,1.420461,0.4876,
vit,0.25,1,8,1.261453,0.540889,1.350139,0.5186,
vit,0.25,1,9,1.232225,0.547378,1.299706,0.5332,
vit,0.25,1,10,1.171168,0.574222,1.310913,0.5272,
vit,0.25,1,11,1.13062,0.589333,1.316759,0.5396,
vit,0.25,1,12,1.100376,0.599022,1.276788,0.545,
vit,0.25,1,13,1.085614,0.601067,1.285056,0.545,
vit,0.25,1,14,1.030863,0.620711,1.248022,0.5642,
vit,0.25,1,15,1.000007,0.636444,1.269811,0.5516,
vit,0.25,1,16,0.959919,0.6488,1.271646,0.5562,
vit,0.25,1,17,0.928756,0.660533,1.262301,0.5602,
vit,0.25,1,18,0.909948,0.668978,1.254724,0.566,
vit,0.25,1,19,0.85979,0.686489,1.301249,0.5584,
vit,0.25,1,20,0.85355,0.686311,1.281391,0.5604,
vit,0.25,1,21,0.818038,0.6984,1.263192,0.5736,
vit,0.25,1,22,0.790389,0.712356,1.262476,0.5896,
vit,0.25,1,23,0.754817,0.727378,1.311604,0.5672,
vit,0.25,1,24,0.732949,0.733778,1.309646,0.5754,
vit,0.25,1,25,0.677876,0.750489,1.298113,0.5822,
vit,0.25,1,26,0.650168,0.765067,1.313943,0.575,
vit,0.25,1,27,0.648978,0.763022,1.34158,0.5842,
vit,0.25,1,28,0.60484,0.7792,1.353523,0.58,
vit,0.25,1,29,0.568476,0.795733,1.361982,0.587,
vit,0.25,1,30,0.549621,0.796889,1.403106,0.579,
vit,0.25,1,31,0.528881,0.809511,1.40212,0.59,
vit,0.25,1,32,0.502255,0.820089,1.412585,0.589,
vit,0.25,1,33,0.477967,0.825244,1.445745,0.5824,
vit,0.25,1,34,0.450968,0.835289,1.45886,0.5798,
vit,0.25,1,35,0.428079,0.846667,1.476204,0.583,
vit,0.25,1,36,0.418052,0.849156,1.484147,0.5878,
vit,0.25,1,37,0.388665,0.8608,1.493852,0.5892,
vit,0.25,1,38,0.376537,0.865511,1.510513,0.5932,
vit,0.25,1,39,0.35332,0.872356,1.52956,0.5892,
vit,0.25,1,40,0.340919,0.879822,1.548475,0.589,
vit,0.25,1,41,0.330913,0.880533,1.551014,0.592,
vit,0.25,1,42,0.326886,0.884711,1.567117,0.593,
vit,0.25,1,43,0.313597,0.885778,1.57577,0.5924,
vit,0.25,1,44,0.30027,0.893511,1.586904,0.5926,
vit,0.25,1,45,0.295521,0.893333,1.589199,0.5948,
vit,0.25,1,46,0.286188,0.900178,1.586785,0.5952,
vit,0.25,1,47,0.289403,0.9,1.589385,0.592,
vit,0.25,1,48,0.279756,0.901067,1.590069,0.5938,
vit,0.25,1,49,0.286633,0.9,1.590106,0.5938,
vit,0.25,1,50,0.279201,0.900533,1.5903,0.594,
vit,0.25,1,FINAL,,,,0.5952,0.585
vit,0.25,2,1,1.941673,0.2704,1.801067,0.3262,
vit,0.25,2,2,1.734433,0.351644,1.723481,0.359,
vit,0.25,2,3,1.620926,0.395111,1.616563,0.4062,
vit,0.25,2,4,1.533147,0.438844,1.520815,0.4512,
vit,0.25,2,5,1.43779,0.479556,1.427039,0.4776,
vit,0.25,2,6,1.372298,0.500889,1.425363,0.4826,
vit,0.25,2,7,1.287504,0.532089,1.373215,0.4994,
vit,0.25,2,8,1.247455,0.552267,1.361919,0.514,
vit,0.25,2,9,1.198714,0.567822,1.281576,0.5406,
vit,0.25,2,10,1.162277,0.574044,1.322237,0.5154,
vit,0.25,2,11,1.112915,0.5984,1.298227,0.5278,
vit,0.25,2,12,1.090138,0.604444,1.271555,0.549,
vit,0.25,2,13,1.050998,0.618756,1.232577,0.5612,
vit,0.25,2,14,1.024188,0.628889,1.276231,0.5486,
vit,0.25,2,15,1.003407,0.639111,1.228436,0.5642,
vit,0.25,2,16,0.971704,0.645689,1.242834,0.5606,
vit,0.25,2,17,0.934113,0.661156,1.230294,0.5754,
vit,0.25,2,18,0.914555,0.671289,1.227695,0.572,
vit,0.25,2,19,0.867377,0.683111,1.22295,0.5674,
vit,0.25,2,20,0.841385,0.694844,1.261101,0.576,
vit,0.25,2,21,0.831855,0.698489,1.295143,0.5612,
vit,0.25,2,22,0.792852,0.708267,1.276416,0.5696,
vit,0.25,2,23,0.770626,0.720533,1.260576,0.5762,
vit,0.25,2,24,0.728862,0.740533,1.267369,0.5778,
vit,0.25,2,25,0.719517,0.736978,1.287342,0.5768,
vit,0.25,2,26,0.676595,0.754756,1.301013,0.582,
vit,0.25,2,27,0.664265,0.755822,1.304813,0.586,
vit,0.25,2,28,0.625906,0.776267,1.295213,0.5912,
vit,0.25,2,29,0.603269,0.781867,1.331577,0.584,
vit,0.25,2,30,0.591559,0.7848,1.373508,0.5836,
vit,0.25,2,31,0.552757,0.801244,1.352458,0.585,
vit,0.25,2,32,0.522353,0.810933,1.39675,0.5856,
vit,0.25,2,33,0.505147,0.816978,1.418181,0.5816,
vit,0.25,2,34,0.487816,0.823022,1.379207,0.5868,
vit,0.25,2,35,0.459123,0.836533,1.415069,0.5896,
vit,0.25,2,36,0.449612,0.836178,1.42464,0.5902,
vit,0.25,2,37,0.422077,0.845156,1.453669,0.5882,
vit,0.25,2,38,0.405323,0.853511,1.45167,0.5912,
vit,0.25,2,39,0.396627,0.856978,1.473828,0.5916,
vit,0.25,2,40,0.381592,0.861156,1.492993,0.5934,
vit,0.25,2,41,0.358718,0.8664,1.508572,0.5974,
vit,0.25,2,42,0.355345,0.869956,1.503435,0.5994,
vit,0.25,2,43,0.348012,0.8736,1.515473,0.598,
vit,0.25,2,44,0.33693,0.878044,1.525074,0.5978,
vit,0.25,2,45,0.330216,0.881422,1.532658,0.597,
vit,0.25,2,46,0.324038,0.886756,1.523777,0.599,
